access_frequency,write_ratio,temporal_reuse,block_size_kb,size_factor,read_bias,label
0.6664680994754824,0.5608288250202114,0.0,4.0,0.25,0.43917117497978864,BALANCED
0.4132076771283749,0.7168265128455292,0.07632568436122411,64.0,4.0,0.28317348715447077,COLD_DENSE
0.04005979688140765,0.2782881096974329,0.035918777419578274,32.0,2.0,0.7217118903025671,COLD_DENSE
0.33019604018446774,0.4017134375992277,0.10130203563219742,8.0,0.5,0.5982865624007723,COLD_DENSE
0.5525592290049229,0.4013068690354752,0.4683995185258752,4.0,0.25,0.5986931309645248,BALANCED
0.5604820475051285,0.52034535842925,0.08113499200791457,16.0,1.0,0.47965464157075,BALANCED
0.4970645478915572,0.5475075614633695,1.0,32.0,2.0,0.45249243853663046,BALANCED
0.37755693792100514,0.6401158022362344,0.4992217943158079,4.0,0.25,0.35988419776376557,BALANCED
0.43177963158649935,0.3145427696144758,0.2599671816151241,8.0,0.5,0.6854572303855242,BALANCED
0.40122638536394994,0.6226991137791502,0.17208558872248297,64.0,4.0,0.3773008862208498,COLD_DENSE
0.2742664165713441,0.7617141243244041,0.27342441180986266,4.0,0.25,0.2382858756755959,COLD_DENSE
0.6540133284012788,0.1864054793479787,0.7365724727080303,32.0,2.0,0.8135945206520213,HOT_CACHE
0.6267946431747109,0.2440241669579293,0.6952815174225434,32.0,2.0,0.7559758330420707,HOT_CACHE
0.0,0.20434618933027504,0.7184875277546889,32.0,2.0,0.795653810669725,COLD_DENSE
0.0,0.1777178617343096,0.0,64.0,4.0,0.8222821382656904,COLD_DENSE
0.4132505997845921,0.416753320328023,0.6556555209463079,4.0,0.25,0.5832466796719771,BALANCED
0.7459734207302495,0.3435087708481664,0.27153238479200503,32.0,2.0,0.6564912291518337,BALANCED
0.10117880620677516,0.17461920633636946,0.564401764731429,8.0,0.5,0.8253807936636306,BALANCED
0.5247230043983074,0.31731720319210055,0.3630416554860732,64.0,4.0,0.6826827968078995,BALANCED
0.09335251052326093,0.39871727010913866,0.8042533315886229,16.0,1.0,0.6012827298908614,BALANCED
0.10567002040368756,0.3140259538702906,0.32697644794133995,32.0,2.0,0.6859740461297095,COLD_DENSE
0.02164612416580658,0.24753926091765535,0.6022790325109907,16.0,1.0,0.7524607390823447,BALANCED
0.5922076857155113,0.4066387687767111,1.0,64.0,4.0,0.5933612312232889,BALANCED
0.020622460807964538,0.5693811217518967,0.37445629734711566,8.0,0.5,0.4306188782481033,COLD_DENSE
0.4317010136732229,0.6301330551162269,0.0,32.0,2.0,0.36986694488377314,COLD_DENSE
0.4169209185970552,0.0,0.26743957269083174,16.0,1.0,1.0,BALANCED
0.2232658625923932,0.8074684343927272,0.87384939462766,64.0,4.0,0.1925315656072728,BALANCED
0.671520579375319,0.3749477612243058,1.0,8.0,0.5,0.6250522387756943,HOT_CACHE
0.9204891779778148,0.3214802000906236,0.3915668863335587,16.0,1.0,0.6785197999093764,HOT_CACHE
0.4619080351195547,0.5578587380626181,0.3352742541004341,8.0,0.5,0.4421412619373819,BALANCED
0.44604060400430695,0.19413955052258208,0.4520925256711187,4.0,0.25,0.805860449477418,BALANCED
0.4631397767127607,0.16016917536069047,0.6138217260213722,4.0,0.25,0.8398308246393096,BALANCED
0.3218402970143288,0.3150364598834663,0.5657858048048411,64.0,4.0,0.6849635401165337,BALANCED
0.5020142235354148,0.6860957490099506,0.37930916433901896,16.0,1.0,0.31390425099004937,BALANCED
0.5721366636585556,0.5433113320218245,0.054450786614314295,32.0,2.0,0.45668866797817553,COLD_DENSE
0.23646751552659634,0.22595033896013667,0.0,64.0,4.0,0.7740496610398633,COLD_DENSE
0.5063535657987537,0.6624754782847689,1.0,64.0,4.0,0.33752452171523106,BALANCED
0.3176191592831703,0.3474069086046654,0.801892924102787,8.0,0.5,0.6525930913953346,BALANCED
0.8513987440570545,0.2611733190847423,0.7207262235113676,32.0,2.0,0.7388266809152577,HOT_CACHE
0.3412442408271783,0.31242441513886043,0.6081081712179104,8.0,0.5,0.6875755848611396,BALANCED
0.0006779826691130086,0.7549410866679932,0.4100268057018362,16.0,1.0,0.2450589133320068,COLD_DENSE
0.5125460643230997,0.11671819968511626,0.0,4.0,0.25,0.8832818003148837,BALANCED
0.7305697197925929,0.43639259305827444,0.36553128120186784,4.0,0.25,0.5636074069417256,BALANCED
0.2005912925884387,0.17580278153059503,0.5051356875775471,64.0,4.0,0.824197218469405,BALANCED
0.4989046414933662,0.2911980576881531,0.1825443630525898,16.0,1.0,0.7088019423118469,BALANCED
0.41723212673701937,0.2590608860650727,0.5559583867607143,4.0,0.25,0.7409391139349273,BALANCED
0.38698910328886055,0.38454287324466224,0.38859816949433773,64.0,4.0,0.6154571267553377,BALANCED
0.3267907123894169,0.45703437204632597,0.46036891941892505,8.0,0.5,0.5429656279536741,BALANCED
0.07524767037087249,0.4305443166929555,0.9285716414398038,8.0,0.5,0.5694556833070445,BALANCED
0.4961891834162607,0.45322870516639663,0.14706496605531455,8.0,0.5,0.5467712948336034,BALANCED
0.7073872308124445,0.7262292142373938,0.25671946421163094,32.0,2.0,0.27377078576260616,BALANCED
0.6177772617805773,0.532818085070222,0.282555393463002,8.0,0.5,0.467181914929778,BALANCED
0.3410621639678265,0.5298706963682593,0.0,32.0,2.0,0.47012930363174066,COLD_DENSE
0.4565559388761946,0.37073130850372693,0.6820112855064377,64.0,4.0,0.6292686914962731,BALANCED
0.32433515856060735,0.41138484331939634,0.6545706572379604,4.0,0.25,0.5886151566806037,BALANCED
0.022741624594835586,0.4836969940004282,0.3222465409394917,4.0,0.25,0.5163030059995718,COLD_DENSE
0.7103777146445471,0.20096630432670204,0.06057265386519117,8.0,0.5,0.799033695673298,BALANCED
0.688890011424344,0.580778668179316,0.4325485692433154,8.0,0.5,0.419221331820684,BALANCED
0.22269599390941155,0.6447394338106542,0.5544186357708797,64.0,4.0,0.35526056618934576,COLD_DENSE
0.28133382143730457,0.34600214309329247,0.12649512870627072,64.0,4.0,0.6539978569067075,COLD_DENSE
0.41126602752655456,0.14207227413579815,0.08746759212999244,8.0,0.5,0.8579277258642019,BALANCED
0.306763558704938,0.5257607456318052,0.6397097428259377,32.0,2.0,0.4742392543681948,BALANCED
0.6302791879020393,0.6673936146814965,0.5274836157329427,8.0,0.5,0.3326063853185035,BALANCED
0.05043343570831915,0.34232406872757193,0.3870898459300651,16.0,1.0,0.6576759312724281,COLD_DENSE
0.3701824475280789,0.7758128733394877,0.4335086278272597,16.0,1.0,0.22418712666051233,BALANCED
0.6601171092354835,0.3987140625506661,0.550104413905671,16.0,1.0,0.6012859374493339,BALANCED
0.4121179809929522,0.4180441485094605,0.5531668741851927,4.0,0.25,0.5819558514905395,BALANCED
0.48070388075717063,0.6133274047800022,0.7141608069214626,16.0,1.0,0.38667259521999775,BALANCED
0.3404746127120376,0.6025678624254811,0.16579042371169717,4.0,0.25,0.3974321375745189,COLD_DENSE
0.16893362099572184,0.5552023947136413,0.38090850521099257,8.0,0.5,0.4447976052863587,COLD_DENSE
0.23121382938269583,0.28255970967159827,0.4320853054373955,16.0,1.0,0.7174402903284017,BALANCED
0.33732068525121395,0.5947194568090989,0.15275478897625588,16.0,1.0,0.4052805431909011,COLD_DENSE
0.0,0.7112947576423383,0.1969810785409064,32.0,2.0,0.2887052423576617,COLD_DENSE
0.7700337666425414,0.5174192560135054,0.3312770377448632,16.0,1.0,0.48258074398649464,BALANCED
0.29498856510076343,0.888642824187514,0.5472118005776657,32.0,2.0,0.11135717581248605,COLD_DENSE
0.3285068399453711,0.21881872086372592,1.0,64.0,4.0,0.7811812791362741,BALANCED
0.6097420875793911,0.36442616706400527,1.0,8.0,0.5,0.6355738329359948,HOT_CACHE
0.7455917000290908,0.3264028831710229,0.39766755386968616,8.0,0.5,0.6735971168289772,BALANCED
0.11635971791172328,0.36186921663161237,0.7509466282676605,32.0,2.0,0.6381307833683876,BALANCED
0.4146004468810828,0.23453580288765802,0.3673319969323137,32.0,2.0,0.7654641971123419,BALANCED
0.13976992104827912,0.6414700209542632,0.2295535255508956,8.0,0.5,0.3585299790457368,COLD_DENSE
0.08174321458768186,0.1162405755592763,0.3823297995343418,64.0,4.0,0.8837594244407236,COLD_DENSE
0.34835235191335884,0.21605536324301067,0.49470015744352286,4.0,0.25,0.7839446367569893,BALANCED
0.591262676787137,0.6482888614468753,0.5389766543090776,32.0,2.0,0.35171113855312475,BALANCED
0.43115481492317587,0.5732334069974745,0.8781450263022117,8.0,0.5,0.4267665930025255,BALANCED
0.3348194684710252,0.12602776987227327,0.35790525309434673,64.0,4.0,0.8739722301277267,BALANCED
0.5469848384686227,0.23474918917871074,0.009479238065650653,4.0,0.25,0.7652508108212892,BALANCED
0.39718884823658085,0.3834240371395037,0.46195700479661145,8.0,0.5,0.6165759628604963,BALANCED
0.0,0.4975533218356365,0.24282568836687013,32.0,2.0,0.5024466781643635,COLD_DENSE
0.0008561861255038661,0.34988280919760706,0.22675849069554943,8.0,0.5,0.6501171908023929,COLD_DENSE
0.2640285920664865,0.3393685064087414,0.687017993694445,32.0,2.0,0.6606314935912586,BALANCED
0.26450857543649153,0.23554122469628758,0.21295438657633026,32.0,2.0,0.7644587753037124,COLD_DENSE
0.7484095435924347,0.21963515974611333,0.4329148926846622,32.0,2.0,0.7803648402538866,HOT_CACHE
0.5857030205794802,0.6407482472944859,1.0,16.0,1.0,0.3592517527055141,BALANCED
0.6350818036171154,0.05035656360058427,0.34238100733045274,8.0,0.5,0.9496434363994157,BALANCED
0.024483664440567543,0.5667656092598792,0.6462606443629995,16.0,1.0,0.4332343907401208,COLD_DENSE
0.7154127172467082,0.6500685018549283,0.5577403096896433,8.0,0.5,0.34993149814507174,BALANCED
0.4496406177174552,0.5810179246730377,0.1253434056577326,16.0,1.0,0.4189820753269623,BALANCED
0.0,0.18008104713077475,0.0,64.0,4.0,0.8199189528692252,COLD_DENSE
0.8879913547358957,0.511919732455241,0.09141520300078604,64.0,4.0,0.48808026754475897,BALANCED
0.5593240348132333,0.4677712305830841,0.21009883453097855,16.0,1.0,0.5322287694169159,BALANCED
0.6518794204462135,0.65896829122102,0.6038813117658949,8.0,0.5,0.34103170877898004,BALANCED
0.559079018822844,0.5418212398333729,0.22733163482004132,32.0,2.0,0.45817876016662706,BALANCED
0.38988212679418605,0.524585067064517,0.9609387348184938,4.0,0.25,0.475414932935483,BALANCED
0.6573155425269311,0.1634129914391711,0.7610089001157343,64.0,4.0,0.8365870085608289,BALANCED
0.3626429643577838,0.5149302498198634,0.8177598436185972,8.0,0.5,0.48506975018013665,BALANCED
0.3947424073900823,0.5027342536317232,0.6470754089992623,4.0,0.25,0.4972657463682768,BALANCED
0.4721199098027433,0.43958337782578616,0.40887953430699064,16.0,1.0,0.5604166221742138,BALANCED
0.480507250822808,0.5131574579673457,0.3797781533662956,16.0,1.0,0.4868425420326543,BALANCED
0.3671001448763952,0.0,0.5591246136582149,4.0,0.25,1.0,BALANCED
0.195751943416823,0.5881415109298186,0.3335267550514681,32.0,2.0,0.4118584890701814,COLD_DENSE
0.2651218046848264,0.5753975770928342,0.7500001374569049,16.0,1.0,0.42460242290716577,BALANCED
0.33812521783310323,0.19829592290056924,0.3929359140893575,4.0,0.25,0.8017040770994308,BALANCED
0.3969966423247321,0.5245194524735215,0.014205670259998915,16.0,1.0,0.4754805475264785,COLD_DENSE
0.45370190286724377,0.2568537290543634,0.33818242775017493,16.0,1.0,0.7431462709456367,BALANCED
0.714645730536685,0.21148331547039326,1.0,32.0,2.0,0.7885166845296068,HOT_CACHE
0.3221145776011349,0.4713580965096028,0.5733876994536277,16.0,1.0,0.5286419034903972,BALANCED
